	NNTYPE	KOD1	POW1	KAT1	ODL1	KOD2	POW2	KAT2	KOD3	KOD4	KAT4	KOD5	WYJSCIE
reiz3_l23239	TEST	2	2	117	35	1	2	160	16	16	-1	16	l2
reiz3_l23240	TEST	2	13	123	42	1	20	161	16	16	-1	16	l2
reiz3_l23241	TEST	2	20	123	41	1	33	162	16	16	-1	16	l2
reiz3_l23242	TEST	2	25	125	42	1	23	164	16	16	-1	16	l2
reiz3_l23243	TEST	2	14	127	41	1	36	166	16	16	-1	16	l2
reiz3_l23244	TEST	2	9	127	41	1	34	165	16	16	-1	16	l2
reiz3_l23245	TEST	2	6	128	47	1	39	165	16	16	-1	16	l2
reiz3_l23246	TEST	2	9	130	48	1	37	167	16	16	-1	16	l2
reiz3_l23247	TEST	2	2	130	41	1	30	167	16	16	-1	16	l2
reiz3_l23248	TEST	2	14	130	45	1	44	168	16	16	-1	16	l2
reiz3_l23249	TEST	1	42	169	43	1	1	131	16	16	-1	16	l2
reiz3_l23250	TEST	2	8	132	45	1	46	172	16	16	-1	16	l2
reiz3_l23251	TEST	2	7	134	47	1	56	172	16	16	-1	16	l2
reiz3_l23252	TEST	2	17	134	47	1	58	174	16	16	-1	16	l2
reiz3_l23253	TEST	2	21	137	47	1	28	176	16	16	-1	16	l2
reiz3_l23254	TEST	2	31	136	44	1	41	177	16	16	-1	16	l2
reiz3_l23255	TEST	2	13	137	43	1	44	177	16	16	-1	16	l2
reiz3_l23256	TEST	2	28	140	45	1	37	180	16	16	-1	16	l2
reiz3_l23257	TEST	2	18	140	45	1	40	183	16	16	-1	16	l2
reiz3_l23258	TEST	2	9	142	43	1	17	184	16	16	-1	16	l2
reiz3_l23259	TEST	1	32	185	43	1	7	141	16	16	-1	16	l2
reiz3_l23260	TEST	1	34	188	45	1	14	142	16	16	-1	16	l2
reiz3_l23261	TEST	1	34	190	47	1	3	144	16	16	-1	16	l2
reiz3_l23262	TEST	1	34	191	44	1	17	144	16	16	-1	16	l2
reiz3_l23263	TEST	1	23	190	48	1	2	145	16	16	-1	16	l2
reiz3_l23264	TEST	1	23	192	47	1	17	144	16	16	-1	16	l2
reiz3_l23265	TEST	1	25	191	47	1	10	144	16	16	-1	16	l2
reiz3_l23266	TEST	1	27	191	46	1	2	145	16	16	-1	16	l2
reiz3_l23267	TEST	1	6	191	44	1	15	146	16	16	-1	16	l2
reiz3_l23268	TEST	1	10	191	42	1	19	143	16	16	-1	16	l2
reiz3_l23269	TEST	2	15	148	46	1	28	191	16	16	-1	16	l2
reiz3_l23270	TEST	1	18	146	50	16	-1	-1	16	16	-1	16	l2
reiz3_l23271	TEST	1	10	190	51	1	29	145	16	16	-1	16	l2
reiz3_l23272	TEST	1	40	191	46	1	26	144	16	16	-1	16	l2
reiz3_l23273	TEST	1	27	191	46	1	18	143	16	16	-1	16	l2
reiz3_l23274	TEST	1	9	190	50	1	14	145	16	16	-1	16	l2
reiz3_l23275	TEST	1	12	192	48	1	20	145	16	16	-1	16	l2
reiz3_l23276	TEST	1	13	193	41	1	20	145	16	16	-1	16	l2
reiz3_l23277	TEST	1	23	192	47	1	15	145	16	16	-1	16	l2
reiz3_l23278	TEST	1	32	192	45	1	13	144	16	16	-1	16	l2
reiz3_l23279	TEST	1	14	191	43	1	4	145	16	16	-1	16	l2
reiz3_l23280	TEST	1	24	192	47	1	8	145	16	16	-1	16	l2
reiz3_l23281	TEST	1	16	191	41	1	18	144	16	16	-1	16	l2
reiz3_l23282	TEST	1	31	191	45	1	27	144	16	16	-1	16	l2
reiz3_l23283	TEST	1	35	190	45	1	7	144	16	16	-1	16	l2
reiz3_l23284	TEST	1	23	192	48	1	8	146	16	16	-1	16	l2
reiz3_l23285	TEST	1	24	191	48	1	6	144	16	16	-1	16	l2
reiz3_l23286	TEST	1	20	192	48	1	22	145	16	16	-1	16	l2
reiz3_l23287	TEST	1	9	191	42	1	25	146	16	16	-1	16	l2
reiz3_l23288	TEST	1	22	191	46	1	10	145	16	16	-1	16	l2
reiz3_l23289	TEST	1	19	191	46	1	20	145	16	16	-1	16	l2
reiz3_l23290	TEST	1	37	191	46	1	4	145	16	16	-1	16	l2
reiz3_l23291	TEST	1	10	191	42	1	28	145	16	16	-1	16	l2
reiz3_l23292	TEST	1	25	191	46	1	4	145	16	16	-1	16	l2
reiz3_l23293	TEST	1	14	191	47	1	27	145	16	16	-1	16	l2
reiz3_l23294	TEST	1	13	191	46	1	32	146	16	16	-1	16	l2
reiz3_l23295	TEST	1	27	193	46	1	29	146	16	16	-1	16	l2
reiz3_l23296	TEST	1	23	192	48	1	43	145	16	16	-1	16	l2
reiz3_l23297	TEST	1	7	192	42	1	31	145	16	16	-1	16	l2
reiz3_l23298	TEST	2	16	148	45	1	19	193	16	16	-1	16	l2
reiz3_l23299	TEST	1	19	191	46	1	34	145	16	16	-1	16	l2
reiz3_l23300	TEST	1	33	191	46	1	27	145	16	16	-1	16	l2
reiz3_l23301	TEST	1	10	193	50	1	10	145	16	16	-1	16	l2
reiz3_l23302	TEST	2	7	148	45	1	31	193	16	16	-1	16	l2
reiz3_l23303	TEST	1	13	192	48	1	16	144	16	16	-1	16	l2
reiz3_l23304	TEST	1	30	192	45	1	30	144	16	16	-1	16	l2
reiz3_l23305	TEST	1	35	191	45	1	29	145	16	16	-1	16	l2
reiz3_l23306	TEST	1	26	190	44	1	6	142	16	16	-1	16	l2
reiz3_l23307	TEST	1	15	190	41	1	21	144	16	16	-1	16	l2
reiz3_l23308	TEST	1	17	193	50	1	22	146	16	16	-1	16	l2
reiz3_l23309	TEST	1	26	191	46	1	9	145	16	16	-1	16	l2
reiz3_l23310	TEST	1	23	191	46	1	28	145	16	16	-1	16	l2
reiz3_l23311	TEST	1	9	190	50	1	6	145	16	16	-1	16	l2
reiz3_l23312	TEST	1	16	192	49	1	25	145	16	16	-1	16	l2
reiz3_l23313	TEST	1	11	192	50	1	9	145	16	16	-1	16	l2
reiz3_l23314	TEST	1	27	192	45	1	10	145	16	16	-1	16	l2
reiz3_l23315	TEST	1	17	192	45	1	24	146	16	16	-1	16	l2
reiz3_l23316	TEST	1	7	191	43	1	17	146	16	16	-1	16	l2
reiz3_l23317	TEST	1	22	192	45	1	17	144	16	16	-1	16	l2
reiz3_l23318	TEST	1	12	191	48	1	21	145	16	16	-1	16	l2
reiz3_l23319	TEST	1	7	191	48	1	20	146	16	16	-1	16	l2
reiz3_l23320	TEST	1	37	191	46	1	35	145	16	16	-1	16	l2
reiz3_l23321	TEST	1	40	190	46	1	9	145	16	16	-1	16	l2
reiz3_l23322	TEST	1	33	190	45	1	31	144	16	16	-1	16	l2
reiz3_l23323	TEST	1	30	190	45	1	19	144	16	16	-1	16	l2
reiz3_l23324	TEST	1	30	190	45	1	20	145	16	16	-1	16	l2
reiz3_l23325	TEST	1	32	190	47	1	14	144	16	16	-1	16	l2
reiz3_l23326	TEST	1	15	189	49	1	15	144	16	16	-1	16	l2
reiz3_l23327	TEST	1	22	188	45	1	16	142	16	16	-1	16	l2
reiz3_l23328	TEST	1	31	189	45	1	26	143	16	16	-1	16	l2
reiz3_l23329	TEST	1	24	187	48	1	16	143	16	16	-1	16	l2
reiz3_l23330	TEST	1	13	186	45	1	18	142	16	16	-1	16	l2
reiz3_l23331	TEST	2	16	144	45	1	24	186	16	16	-1	16	l2
reiz3_l23332	TEST	2	12	143	44	1	8	186	16	16	-1	16	l2
reiz3_l23333	TEST	1	24	183	42	1	22	140	16	16	-1	16	l2
reiz3_l23334	TEST	1	39	181	44	1	19	139	16	16	-1	16	l2
reiz3_l23335	TEST	2	1	141	43	1	19	180	16	16	-1	16	l2
reiz3_l23336	TEST	1	41	177	43	1	3	137	16	16	-1	16	l2
reiz3_l23337	TEST	2	5	140	45	1	11	179	16	16	-1	16	l2
reiz3_l23338	TEST	1	39	175	44	1	4	137	16	16	-1	16	l2
reiz3_l23339	TEST	2	1	135	42	1	40	174	16	16	-1	16	l2
reiz3_l23340	TEST	2	3	137	48	1	37	174	16	16	-1	16	l2
reiz3_l23341	TEST	2	18	135	45	1	15	170	16	16	-1	16	l2
reiz3_l23342	TEST	2	15	133	47	1	26	170	16	16	-1	16	l2
reiz3_l23343	TEST	2	6	133	47	1	26	169	16	16	-1	16	l2
reiz3_l23344	TEST	1	18	166	42	16	-1	-1	16	16	-1	16	l2
reiz3_l23345	TEST	2	1	129	38	1	20	166	16	16	-1	16	l2
reiz3_l23346	TEST	1	31	165	42	16	-1	-1	16	16	-1	16	l2
reiz3_l23347	TEST	2	20	125	38	1	21	164	16	16	-1	16	l2
reiz3_l23348	TEST	2	9	125	40	1	6	162	1	16	-1	16	l2
reiz3_l23349	TEST	2	30	125	40	1	23	163	16	16	-1	16	l2
reiz3_l23350	TEST	2	6	120	40	1	12	162	16	16	-1	16	l2
reiz3_l23351	TEST	1	19	161	37	16	-1	-1	16	16	-1	16	l2
reiz3_l23352	TEST	1	11	158	31	16	-1	-1	16	16	-1	16	l2
reiz3_l23353	TEST	2	2	113	32	1	25	157	16	16	-1	16	l2
reiz3_l23354	TEST	2	3	112	31	1	7	159	16	16	-1	16	l2
reiz3_l23355	TEST	2	19	113	36	1	15	157	16	16	-1	16	l2
reiz3_l23356	TEST	1	32	157	34	16	-1	-1	16	16	-1	16	l2
reiz3_l23357	TEST	2	7	113	33	1	12	157	16	16	-1	16	l2
reiz3_l23358	TEST	2	1	118	43	1	20	157	16	16	-1	16	l2
reiz3_l23359	TEST	2	2	118	42	1	26	159	16	16	-1	16	l2
reiz3_l23360	TEST	2	15	122	40	1	5	161	16	16	-1	16	l2
reiz3_l23361	TEST	2	29	124	41	1	25	162	16	16	-1	16	l2
reiz3_l23362	TEST	2	14	124	42	1	10	164	16	16	-1	16	l2
reiz3_l23363	TEST	2	35	125	41	1	14	164	16	16	-1	16	l2
reiz3_l23364	TEST	2	15	125	42	1	33	165	16	16	-1	16	l2
reiz3_l23365	TEST	1	32	165	43	16	-1	-1	16	16	-1	16	l2
reiz3_l23366	TEST	2	3	128	40	1	11	166	16	16	-1	16	l2
reiz3_l23367	TEST	1	28	167	46	16	-1	-1	16	16	-1	16	l2
reiz3_l23368	TEST	2	8	130	45	1	33	168	16	16	-1	16	l2
reiz3_l23369	TEST	2	22	132	47	1	27	170	16	16	-1	16	l2
reiz3_l23370	TEST	2	10	134	46	1	19	171	16	16	-1	16	l2
reiz3_l23371	TEST	2	16	134	45	1	15	173	16	16	-1	16	l2
reiz3_l23372	TEST	1	21	174	50	16	-1	-1	16	16	-1	16	l2
reiz3_l23373	TEST	2	3	134	42	1	28	175	16	16	-1	16	l2
reiz3_l23374	TEST	1	39	177	44	1	5	136	16	16	-1	16	l2
reiz3_l23375	TEST	2	18	138	47	1	49	179	16	16	-1	16	l2
reiz3_l23376	TEST	2	16	138	47	1	42	180	16	16	-1	16	l2
reiz3_l23377	TEST	2	11	141	45	1	17	182	16	16	-1	16	l2
reiz3_l23378	TEST	1	36	184	44	1	18	140	16	16	-1	16	l2
reiz3_l23379	TEST	1	24	185	44	1	22	140	16	16	-1	16	l2
reiz3_l23380	TEST	1	14	187	49	1	20	141	16	16	-1	16	l2
reiz3_l23381	TEST	1	26	189	46	1	20	142	16	16	-1	16	l2
reiz3_l23382	TEST	1	31	189	45	1	18	143	16	16	-1	16	l2
reiz3_l23383	TEST	1	27	193	46	1	25	145	16	16	-1	16	l2
reiz3_l23384	TEST	1	31	191	47	1	30	145	16	16	-1	16	l2
reiz3_l23385	TEST	1	9	194	46	1	27	146	16	16	-1	16	l2
reiz3_l23386	TEST	1	12	193	45	1	39	147	16	16	-1	16	l2
reiz3_l23387	TEST	1	7	194	46	1	15	146	16	16	-1	16	l2
reiz3_l23388	TEST	1	19	194	49	1	5	147	16	16	-1	16	l2
reiz3_l23389	TEST	1	25	193	47	1	21	147	16	16	-1	16	l2
reiz3_l23390	TEST	1	16	194	46	1	29	146	16	16	-1	16	l2
reiz3_l23391	TEST	1	19	193	49	1	28	146	16	16	-1	16	l2
reiz3_l23392	TEST	1	3	191	53	1	31	144	16	16	-1	16	l2
reiz3_l23393	TEST	1	19	193	49	1	25	145	16	16	-1	16	l2
reiz3_l23394	TEST	1	20	193	48	1	28	145	16	16	-1	16	l2
reiz3_l23395	TEST	1	7	192	52	1	33	144	16	16	-1	16	l2
reiz3_l23396	TEST	1	27	145	48	16	-1	-1	16	16	-1	16	l2
reiz3_l23397	TEST	1	27	193	49	1	44	145	16	16	-1	16	l2
reiz3_l23398	TEST	1	25	194	46	1	23	146	16	16	-1	16	l2
reiz3_l23399	TEST	1	12	192	52	1	11	145	16	16	-1	16	l2
reiz3_l23400	TEST	1	13	193	50	1	6	146	16	16	-1	16	l2
reiz3_l23401	TEST	1	13	193	44	1	29	145	16	16	-1	16	l2
reiz3_l23402	TEST	1	25	192	47	1	17	143	16	16	-1	16	l2
reiz3_l23403	TEST	1	13	193	47	1	18	146	16	16	-1	16	l2
reiz3_l23404	TEST	1	24	194	47	1	32	144	16	16	-1	16	l2
reiz3_l33435	TEST	4	1	-11	33	2	4	132	1	1	183	16	l3
reiz3_l33436	TEST	2	5	131	40	1	9	156	1	16	-1	16	l3
reiz3_l33437	TEST	2	13	126	36	1	4	156	1	16	-1	16	l3
reiz3_l33438	TEST	2	13	124	37	1	8	156	1	16	-1	16	l3
reiz3_l33439	TEST	2	22	122	38	1	9	153	1	16	-1	16	l3
reiz3_l33440	TEST	2	6	121	42	1	18	153	1	16	-1	16	l3
reiz3_l33441	TEST	2	16	119	41	1	9	153	1	16	-1	16	l3
reiz3_l33442	TEST	2	6	118	44	1	3	154	1	16	-1	16	l3
reiz3_l33443	TEST	2	1	112	35	1	17	154	1	16	-1	16	l3
reiz3_l33444	TEST	2	6	110	37	1	4	154	1	16	-1	16	l3
reiz3_l33445	TEST	1	9	177	34	1	18	153	1	16	-1	16	l3
reiz3_l33446	TEST	2	1	115	43	1	13	157	1	16	-1	16	l3
reiz3_l33447	TEST	2	8	108	38	1	19	156	1	16	-1	16	l3
reiz3_l33448	TEST	2	16	111	36	1	25	158	1	16	-1	16	l3
reiz3_l33449	TEST	2	2	110	35	1	13	157	1	16	-1	16	l3
reiz3_l33450	TEST	2	18	113	36	1	19	159	1	16	-1	16	l3
reiz3_l33451	TEST	1	21	186	30	1	22	160	1	16	-1	16	l3
reiz3_l33452	TEST	2	20	117	39	1	4	155	1	16	-1	16	l3
reiz3_l33453	TEST	2	26	119	37	1	12	161	1	16	-1	16	l3
reiz3_l33454	TEST	2	29	121	41	1	24	158	1	16	-1	16	l3
reiz3_l33455	TEST	2	16	120	40	1	5	158	1	16	-1	16	l3
reiz3_l33456	TEST	2	11	120	39	1	4	187	1	1	193	16	l3
reiz3_l33457	TEST	2	21	123	41	1	4	157	1	16	-1	16	l3
reiz3_l33458	TEST	1	14	193	31	1	30	160	1	16	-1	16	l3
reiz3_l33459	TEST	1	20	194	38	1	12	160	16	16	-1	16	l3
reiz3_l33460	TEST	2	25	130	41	1	6	159	1	16	-1	16	l3
reiz3_l33461	TEST	2	1	129	35	1	44	162	1	1	196	16	l3
reiz3_l33462	TEST	2	22	132	40	1	2	193	1	1	200	16	l3
reiz3_l33463	TEST	2	4	133	37	1	37	165	1	16	-1	16	l3
reiz3_l33464	TEST	1	31	198	39	1	32	166	1	16	-1	16	l3
reiz3_l33465	TEST	1	31	198	39	1	54	165	1	16	-1	16	l3
reiz3_l33466	TEST	1	6	200	45	1	16	168	1	16	-1	16	l3
reiz3_l33467	TEST	1	26	199	39	1	56	168	1	16	-1	16	l3
reiz3_l33468	TEST	1	25	199	40	1	54	168	1	16	-1	16	l3
reiz3_l33469	TEST	2	16	140	42	1	26	167	1	16	-1	16	l3
reiz3_l33470	TEST	1	33	200	37	1	41	167	1	16	-1	16	l3
reiz3_l33471	TEST	1	23	200	38	1	39	168	1	16	-1	16	l3
reiz3_l33472	TEST	1	42	200	37	1	29	166	1	16	-1	16	l3
reiz3_l33473	TEST	1	28	199	39	1	43	168	1	16	-1	16	l3
reiz3_l33474	TEST	2	23	141	41	1	50	166	1	16	-1	16	l3
reiz3_l33475	TEST	1	18	199	40	1	46	168	1	16	-1	16	l3
reiz3_l33476	TEST	1	47	198	38	1	42	167	1	16	-1	16	l3
reiz3_l33477	TEST	2	19	142	42	1	49	168	1	16	-1	16	l3
reiz3_l33478	TEST	2	7	143	44	1	47	168	1	16	-1	16	l3
reiz3_l33479	TEST	1	48	198	38	1	45	167	1	16	-1	16	l3
reiz3_l33480	TEST	2	12	142	42	1	61	168	1	16	-1	16	l3
reiz3_l33481	TEST	2	16	143	43	1	48	169	1	16	-1	16	l3
reiz3_l33482	TEST	1	23	198	36	1	51	169	1	16	-1	16	l3
reiz3_l33483	TEST	1	38	196	39	1	16	169	1	16	-1	16	l3
reiz3_l33484	TEST	2	20	143	41	1	45	169	1	16	-1	16	l3
reiz3_l33485	TEST	1	49	196	37	1	23	168	1	16	-1	16	l3
reiz3_l33486	TEST	1	37	196	38	1	54	169	1	16	-1	16	l3
reiz3_l33487	TEST	1	38	196	38	1	49	169	1	16	-1	16	l3
reiz3_l33488	TEST	1	58	195	38	1	38	168	1	16	-1	16	l3
reiz3_l33489	TEST	1	55	196	37	1	61	169	1	16	-1	16	l3
reiz3_l33490	TEST	1	47	197	38	1	60	170	1	16	-1	16	l3
reiz3_l33491	TEST	1	25	196	40	1	55	170	1	16	-1	16	l3
reiz3_l33492	TEST	2	15	143	43	1	56	169	1	16	-1	16	l3
reiz3_l33493	TEST	2	11	143	41	1	53	170	1	16	-1	16	l3
reiz3_l33494	TEST	1	10	196	33	1	45	169	1	16	-1	16	l3
reiz3_l33495	TEST	2	15	145	42	1	49	170	1	16	-1	16	l3
reiz3_l33496	TEST	1	15	200	33	1	55	170	1	16	-1	16	l3
reiz3_l33497	TEST	1	32	195	40	1	48	170	1	16	-1	16	l3
reiz3_l33498	TEST	1	44	197	37	1	51	170	1	16	-1	16	l3
reiz3_l33499	TEST	1	52	196	38	1	30	168	1	16	-1	16	l3
reiz3_l33500	TEST	1	44	195	38	1	57	170	1	16	-1	16	l3
reiz3_l33501	TEST	1	52	195	39	1	58	169	1	16	-1	16	l3
reiz3_l33502	TEST	1	36	195	40	1	50	169	1	16	-1	16	l3
reiz3_l33503	TEST	1	30	194	40	1	55	170	1	16	-1	16	l3
reiz3_l33504	TEST	2	23	141	40	1	60	169	1	16	-1	16	l3
reiz3_l33505	TEST	1	31	197	38	1	42	169	1	16	-1	16	l3
reiz3_l33506	TEST	1	36	194	38	1	58	168	1	16	-1	16	l3
reiz3_l33507	TEST	1	37	195	40	1	56	169	1	16	-1	16	l3
reiz3_l33508	TEST	1	10	192	44	1	45	169	1	16	-1	16	l3
reiz3_l33509	TEST	1	31	195	40	1	59	169	1	16	-1	16	l3
reiz3_l33510	TEST	1	32	193	40	1	60	169	1	16	-1	16	l3
reiz3_l33511	TEST	1	44	194	38	1	26	167	1	16	-1	16	l3
reiz3_l33512	TEST	2	17	142	40	1	40	169	1	16	-1	16	l3
reiz3_l33513	TEST	1	43	195	39	1	50	169	1	16	-1	16	l3
reiz3_l33514	TEST	2	11	142	41	1	40	169	1	16	-1	16	l3
reiz3_l33515	TEST	2	12	139	37	1	27	167	1	16	-1	16	l3
reiz3_l33516	TEST	1	35	194	37	1	20	168	1	16	-1	16	l3
reiz3_l33517	TEST	1	27	193	40	1	56	169	1	16	-1	16	l3
reiz3_l33518	TEST	1	10	192	43	1	26	167	1	16	-1	16	l3
reiz3_l33519	TEST	1	29	192	39	1	52	167	1	16	-1	16	l3
reiz3_l33520	TEST	1	30	192	38	1	15	166	1	16	-1	16	l3
reiz3_l33521	TEST	1	40	190	38	1	21	166	1	16	-1	16	l3
reiz3_l33522	TEST	1	37	190	38	1	42	165	1	16	-1	16	l3
reiz3_l33523	TEST	1	15	188	41	1	25	164	1	16	-1	16	l3
reiz3_l33524	TEST	1	26	189	38	1	35	162	1	16	-1	16	l3
reiz3_l33525	TEST	1	17	188	44	1	39	164	1	16	-1	16	l3
reiz3_l33526	TEST	2	13	134	41	1	40	163	1	16	-1	16	l3
reiz3_l33527	TEST	2	9	133	42	1	13	160	1	16	-1	16	l3
reiz3_l33528	TEST	2	20	131	41	1	24	159	1	16	-1	16	l3
reiz3_l33529	TEST	2	20	129	41	1	29	160	1	16	-1	16	l3
reiz3_l33530	TEST	2	21	128	39	1	30	159	1	16	-1	16	l3
reiz3_l33531	TEST	2	2	122	39	1	17	157	1	16	-1	16	l3
reiz3_l33532	TEST	2	17	126	43	1	5	155	1	16	-1	16	l3
reiz3_l33533	TEST	2	8	121	38	1	16	157	1	16	-1	16	l3
reiz3_l33534	TEST	2	33	123	41	1	6	157	1	16	-1	16	l3
reiz3_l33535	TEST	2	1	120	38	1	18	156	1	16	-1	16	l3
reiz3_l33536	TEST	2	14	124	43	1	11	156	1	16	-1	16	l3
reiz3_l33537	TEST	2	28	122	40	1	13	156	1	16	-1	16	l3
reiz3_l33538	TEST	2	9	118	40	1	7	154	1	16	-1	16	l3
reiz3_l33539	TEST	2	21	120	40	1	14	154	1	16	-1	16	l3
reiz3_l33540	TEST	2	11	119	41	1	27	181	16	16	-1	16	l3
reiz3_l33541	TEST	2	8	116	41	1	7	151	1	16	-1	16	l3
reiz3_l33542	TEST	2	9	114	42	1	4	149	1	16	-1	16	l3
reiz3_l33543	TEST	2	10	114	44	1	10	148	1	16	-1	16	l3
reiz3_l33544	TEST	2	2	112	47	1	5	147	1	16	-1	16	l3
reiz3_l33545	TEST	2	1	149	43	2	8	111	1	16	-1	16	l3
reiz3_l33546	TEST	2	26	110	41	1	2	144	1	16	-1	16	l3
reiz3_l33547	TEST	2	21	109	43	1	7	172	16	16	-1	16	l3
reiz3_l33548	TEST	2	4	144	35	2	15	108	1	16	-1	16	l3
reiz3_l33549	TEST	2	1	176	30	2	11	143	16	16	-1	16	l3
reiz3_l33550	TEST	2	4	140	36	2	7	102	16	16	-1	16	l3
reiz3_l33551	TEST	2	5	165	35	2	14	138	2	16	-1	16	l3
reiz3_l33552	TEST	2	30	137	38	2	8	97	1	16	-1	16	l3
reiz3_l33553	TEST	2	9	167	31	2	7	97	16	16	-1	16	l3
reiz3_l33554	TEST	3	1	99	25	2	8	134	2	16	-1	16	l3
reiz3_l33555	TEST	2	12	166	34	2	16	135	2	16	-1	16	l3
reiz3_l33556	TEST	2	5	167	32	2	1	136	2	16	-1	16	l3
reiz3_l33557	TEST	2	1	172	30	2	5	140	2	16	-1	16	l3
reiz3_l33558	TEST	2	23	109	42	1	2	164	16	16	-1	16	l3
reiz3_l33559	TEST	2	4	145	38	2	6	112	16	16	-1	16	l3
reiz3_l33560	TEST	2	26	115	42	1	3	170	16	16	-1	16	l3
reiz3_l33561	TEST	2	6	117	40	1	3	148	1	16	-1	16	l3
reiz3_l33562	TEST	2	7	122	41	1	5	152	1	16	-1	16	l3
reiz3_l33563	TEST	2	5	125	42	1	7	154	1	16	-1	16	l3
reiz3_l33564	TEST	2	6	128	42	1	12	157	1	16	-1	16	l3
reiz3_l33565	TEST	2	4	132	46	1	18	159	1	16	-1	16	l3
reiz3_l33566	TEST	2	4	134	46	1	24	160	1	16	-1	16	l3
reiz3_l33567	TEST	2	9	136	42	1	27	162	1	16	-1	16	l3
reiz3_l33568	TEST	1	1	193	36	1	27	164	1	16	-1	16	l3
reiz3_l33569	TEST	2	1	142	47	1	34	167	1	16	-1	16	l3
reiz3_l33570	TEST	1	19	197	38	1	50	167	1	16	-1	16	l3
reiz3_l33571	TEST	1	15	196	42	1	33	168	1	16	-1	16	l3
reiz3_l33572	TEST	1	28	199	36	1	55	170	1	16	-1	16	l3
reiz3_l33573	TEST	1	29	199	39	1	56	169	1	16	-1	16	l3
reiz3_l33574	TEST	1	36	200	38	1	59	169	1	16	-1	16	l3
reiz3_l33575	TEST	1	31	199	40	1	41	170	1	16	-1	16	l3
reiz3_l33576	TEST	1	18	200	41	1	45	171	1	16	-1	16	l3
reiz3_l33577	TEST	1	24	197	41	1	36	169	1	16	-1	16	l3
reiz3_l33578	TEST	1	40	199	40	1	46	169	1	16	-1	16	l3
reiz3_l33579	TEST	1	45	199	36	1	36	168	1	16	-1	16	l3
reiz3_l33580	TEST	1	38	198	36	1	61	167	1	16	-1	16	l3
reiz3_l33581	TEST	1	7	201	33	1	40	168	1	16	-1	16	l3
reiz3_l33582	TEST	1	12	201	35	1	53	169	1	16	-1	16	l3
reiz3_l33583	TEST	1	40	201	37	1	59	168	1	16	-1	16	l3
reiz3_l33584	TEST	2	11	141	39	1	55	168	1	16	-1	16	l3
reiz3_l33585	TEST	1	44	199	37	1	47	167	1	16	-1	16	l3
reiz3_l33586	TEST	1	40	198	38	1	20	167	1	16	-1	16	l3
reiz3_l33587	TEST	1	46	200	35	1	52	169	1	16	-1	16	l3
reiz3_l33588	TEST	1	52	200	37	1	60	169	1	16	-1	16	l3
reiz3_l33589	TEST	1	11	197	33	1	45	167	1	16	-1	16	l3
reiz3_l33590	TEST	1	5	197	44	1	45	169	1	16	-1	16	l3
reiz3_l33591	TEST	1	29	197	39	1	37	167	1	16	-1	16	l3
reiz3_l33592	TEST	1	30	200	38	1	52	170	1	16	-1	16	l3
reiz3_l33593	TEST	1	37	198	36	1	37	166	1	16	-1	16	l3
reiz3_l33594	TEST	1	6	200	32	1	58	169	1	16	-1	16	l3
reiz3_l33595	TEST	1	39	198	38	1	33	166	1	16	-1	16	l3
reiz3_l33596	TEST	1	35	197	37	1	59	168	1	16	-1	16	l3
reiz3_l33597	TEST	1	55	197	38	1	50	167	1	16	-1	16	l3
reiz3_l33598	TEST	1	37	197	37	1	50	168	1	16	-1	16	l3
reiz3_l33599	TEST	1	22	197	36	1	48	168	1	16	-1	16	l3
reiz3_l33600	TEST	1	5	201	31	1	2	193	1	1	137	16	l3
reiz3_l33601	TEST	1	53	197	37	1	53	168	1	16	-1	16	l3
reiz3_l33602	TEST	1	38	197	37	1	51	166	1	16	-1	16	l3
reiz3_l33603	TEST	1	20	197	38	1	52	167	1	16	-1	16	l3
reiz3_l33604	TEST	1	20	197	37	1	55	168	1	16	-1	16	l3
reiz3_l33605	TEST	1	44	198	39	1	50	169	1	16	-1	16	l3
reiz3_l33606	TEST	1	5	193	44	1	50	168	1	16	-1	16	l3
reiz3_l33607	TEST	1	65	198	37	1	55	168	1	16	-1	16	l3
reiz3_l33608	TEST	1	15	199	33	1	46	168	1	16	-1	16	l3
reiz3_l33609	TEST	2	15	141	40	1	44	168	1	16	-1	16	l3
reiz3_l33610	TEST	1	23	197	39	1	49	166	1	16	-1	16	l3
reiz3_l33611	TEST	1	51	197	38	1	39	166	1	16	-1	16	l3
reiz3_l33612	TEST	1	49	197	38	1	39	166	1	16	-1	16	l3
reiz3_l33613	TEST	1	22	198	40	1	38	168	1	16	-1	16	l3
reiz3_l33614	TEST	1	26	197	38	1	35	165	1	16	-1	16	l3
reiz3_l33615	TEST	2	10	138	38	1	35	166	1	16	-1	16	l3
reiz3_l33616	TEST	2	12	138	39	1	43	166	1	16	-1	16	l3
reiz3_l33617	TEST	1	27	191	42	1	35	164	1	16	-1	16	l3
reiz3_l33618	TEST	1	31	192	40	1	36	163	1	16	-1	16	l3
reiz3_l33619	TEST	1	28	192	39	1	51	163	1	16	-1	16	l3
reiz3_l33620	TEST	1	38	189	40	1	20	161	1	16	-1	16	l3
reiz3_l33621	TEST	1	15	190	33	1	24	161	1	16	-1	16	l3
reiz3_l33622	TEST	1	8	185	43	1	20	160	1	16	-1	16	l3
reiz3_l33623	TEST	2	17	132	40	1	10	160	1	16	-1	16	l3
reiz3_l33624	TEST	2	6	128	41	1	14	158	1	16	-1	16	l3
